Authors	Journal	PMID	Pages	Volume	Year	Citation	Title	PMCID
O Emanuelsson, U Nagalakshmi, D Zheng, JS Rozowsky, AE Urban, J Du, Z Lian, V Stolc, S Weissman, M Snyder, MB Gerstein	Genome Res	17119069	886-97	17	2007	(2007). <i>Genome Res</i>&nbsp;17:886-97.	Assessing the performance of different high-density tiling microarray strategies for mapping transcribed regions of the human genome.	PMC1891347
JE Karro, Y Yan, D Zheng, Z Zhang, N Carriero, P Cayting, P Harrrison, M Gerstein	Nucleic Acids Res	17099229	D55-60	35	2007	(2007). <i>Nucleic Acids Res</i>&nbsp;35:D55-60.	Pseudogene.org: a comprehensive database and comparison platform for pseudogene annotation.	PMC1669708
M Gerstein, D Greenbaum, K Cheung, PL Miller	J Biomed Inform	16650809	73-9	40	2006	(2006). <i>J Biomed Inform</i>&nbsp;40:73-9.	An interdepartmental Ph.D. program in computational biology and bioinformatics: the Yale perspective.	
J Rozowsky, J Wu, Z Lian, U Nagalakshmi, JO Korbel, P Kapranov, D Zheng, S Dyke, P Newburger, P Miller, TR Gingeras, S Weissman, M Gerstein, M Snyder	Cold Spring Harb Symp Quant Biol	17381286	111-6	71	2007	(2007). <i>Cold Spring Harb Symp Quant Biol</i>&nbsp;71:111-6.	Novel transcribed regions in the human genome.	
PM Kim, LJ Lu, Y Xia, MB Gerstein	Science	17185604	1938-41	314	2006	(2006). <i>Science</i>&nbsp;314:1938-41.	Relating three-dimensional structures to protein networks provides evolutionary insights.	
A Smith, M Gerstein	Science	17170276	1682; author reply 1682	314	2006	(2006). <i>Science</i>&nbsp;314:1682; author reply 1682.	Data mining on the web.	
Y Liu, J Li, L Sam, CS Goh, M Gerstein, YA Lussier	PLoS Comput Biol	17112314	e159	2	2006	(2006). <i>PLoS Comput Biol</i>&nbsp;2:e159.	An integrative genomic approach to uncover molecular mechanisms of prokaryotic traits.	PMC1636675
X Zhu, M Gerstein, M Snyder	Genome Biol	17109749	R110	7	2007	(2007). <i>Genome Biol</i>&nbsp;7:R110.	ProCAT: a data analysis approach for protein microarrays.	PMC1794587
LY Wang, M Snyder, M Gerstein	Genome Biol	17078876	R102	7	2007	(2007). <i>Genome Biol</i>&nbsp;7:R102.	BoCaTFBS: a boosted cascade learner to refine the binding sites suggested by ChIP-chip experiments.	PMC1794589
AE Burba, U Lehnert, EZ Yu, M Gerstein	Bioinformatics	17060355	2735-8	22	2006	(2006). <i>Bioinformatics</i>&nbsp;22:2735-8.	Helix Interaction Tool (HIT): a web-based tool for analysis of helix-helix interactions in proteins.	
J Du, JS Rozowsky, JO Korbel, ZD Zhang, TE Royce, MH Schultz, M Snyder, M Gerstein	Bioinformatics	17038339	3016-24	22	2006	(2006). <i>Bioinformatics</i>&nbsp;22:3016-24.	A supervised hidden markov model framework for efficiently segmenting tiling array data in transcriptional and chIP-chip experiments: systematically incorporating validated biological knowledge.	
CS Goh, TA Gianoulis, Y Liu, J Li, A Paccanaro, YA Lussier, M Gerstein	BMC Genomics	17038185	257	7	2006	(2006). <i>BMC Genomics</i>&nbsp;7:257.	Integration of curated databases to identify genotype-phenotype associations.	PMC1630430
KY Yip, H Yu, PM Kim, M Schultz, M Gerstein	Bioinformatics	17021160	2968-70	22	2006	(2006). <i>Bioinformatics</i>&nbsp;22:2968-70.	The tYNA platform for comparative interactomics: a web tool for managing, comparing and mining multiple networks.	
H Yu, M Gerstein	Proc Natl Acad Sci U S A	17003135	14724-31	103	2006	(2006). <i>Proc Natl Acad Sci U S A</i>&nbsp;103:14724-31.	Genomic analysis of the hierarchical structure of regulatory networks.	PMC1595419
T Srikantha, AR Borneman, KJ Daniels, C Pujol, W Wu, MR Seringhaus, M Gerstein, S Yi, M Snyder, DR Soll	Eukaryot Cell	16950924	1674-87	5	2006	(2006). <i>Eukaryot Cell</i>&nbsp;5:1674-87.	TOS9 regulates white-opaque switching in Candida albicans.	PMC1595353
TE Royce, JS Rozowsky, NM Luscombe, O Emanuelsson, H Yu, X Zhu, M Snyder, MB Gerstein	Methods Enzymol	16939796	282-311	411	2006	(2006). <i>Methods Enzymol</i>&nbsp;411:282-311.	Extrapolating traditional DNA microarray statistics to tiling and protein microarray technologies.	
R Pinard, A de Winter, GJ Sarkis, MB Gerstein, KR Tartaro, RN Plant, M Egholm, JM Rothberg, JH Leamon	BMC Genomics	16928277	216	7	2006	(2006). <i>BMC Genomics</i>&nbsp;7:216.	Assessment of whole genome amplification-induced bias through high-throughput, massively parallel whole genome sequencing.	PMC1560136
D Zheng, MB Gerstein	Genome Biol	16925835	S13.1-10	7 Suppl 1	2006	(2006). <i>Genome Biol</i>&nbsp;7 Suppl 1:S13.1-10.	A computational approach for identifying pseudogenes in the ENCODE regions.	PMC1810550
M Seringhaus, A Paccanaro, A Borneman, M Snyder, M Gerstein	Genome Res	16899653	1126-35	16	2006	(2006). <i>Genome Res</i>&nbsp;16:1126-35.	Predicting essential genes in fungal genomes.	PMC1557763
M Gerstein, D Zheng	Sci Am	16866288	48-55	295	2006	(2006). <i>Sci Am</i>&nbsp;295:48-55.	The real life of pseudogenes.	
H Yu, Y Xia, V Trifonov, M Gerstein	Genome Biol	16859507	R55	7	2007	(2007). <i>Genome Biol</i>&nbsp;7:R55.	Design principles of molecular networks revealed by global comparisons and composite motifs.	PMC1779570
NR Voss, M Gerstein, TA Steitz, PB Moore	J Mol Biol	16784753	893-906	360	2006	(2006). <i>J Mol Biol</i>&nbsp;360:893-906.	The geometry of the ribosomal polypeptide exit tunnel.	
M Seringhaus, A Kumar, J Hartigan, M Snyder, M Gerstein	Nucleic Acids Res	16648358	e57	34	2006	(2006). <i>Nucleic Acids Res</i>&nbsp;34:e57.	Genomic analysis of insertion behavior and target specificity of mini-Tn7 and Tn3 transposons in Saccharomyces cerevisiae.	PMC1450332
M Gerstein	Nature	16598230	740	440	2006	(2006). <i>Nature</i>&nbsp;440:740.	Tools needed to navigate landscape of the genome.	
Z Zhang, N Carriero, D Zheng, J Karro, PM Harrison, M Gerstein	Bioinformatics	16574694	1437-9	22	2006	(2006). <i>Bioinformatics</i>&nbsp;22:1437-9.	PseudoPipe: an automated pseudogene identification pipeline.	
NJ Krogan, G Cagney, H Yu, G Zhong, X Guo, A Ignatchenko, J Li, S Pu, N Datta, AP Tikuisis, T Punna, JM Peregr&#237;n-Alvarez, M Shales, X Zhang, M Davey, MD Robinson, A Paccanaro, JE Bray, A Sheung, B Beattie, DP Richards, V Canadien, A Lalev, F Mena, P Wong, A Starostine, MM Canete, J Vlasblom, S Wu, C Orsi, SR Collins, S Chandran, R Haw, JJ Rilstone, K Gandi, NJ Thompson, G Musso, P St Onge, S Ghanny, MH Lam, G Butland, AM Altaf-Ul, S Kanaya, A Shilatifard, E O'Shea, JS Weissman, CJ Ingles, TR Hughes, J Parkinson, M Gerstein, SJ Wodak, A Emili, JF Greenblatt	Nature	16554755	637-43	440	2006	(2006). <i>Nature</i>&nbsp;440:637-43.	Global landscape of protein complexes in the yeast Saccharomyces cerevisiae.	
AE Urban, JO Korbel, R Selzer, T Richmond, A Hacker, GV Popescu, JF Cubells, R Green, BS Emanuel, MB Gerstein, SM Weissman, M Snyder	Proc Natl Acad Sci U S A	16537408	4534-9	103	2006	(2006). <i>Proc Natl Acad Sci U S A</i>&nbsp;103:4534-9.	High-resolution mapping of DNA copy alterations in human chromosome 22 using high-density tiling oligonucleotide arrays.	PMC1450206
H Yu, A Paccanaro, V Trifonov, M Gerstein	Bioinformatics	16455753	823-9	22	2006	(2006). <i>Bioinformatics</i>&nbsp;22:823-9.	Predicting interactions in protein networks by completing defective cliques.	
AR Borneman, JA Leigh-Bell, H Yu, P Bertone, M Gerstein, M Snyder	Genes Dev	16449570	435-48	20	2006	(2006). <i>Genes Dev</i>&nbsp;20:435-48.	Target hub proteins serve as master regulators of development in yeast.	PMC1369046
Y Xia, LJ Lu, M Gerstein	J Mol Biol	16413578	339-49	357	2006	(2006). <i>J Mol Biol</i>&nbsp;357:339-49.	Integrated prediction of the helical membrane protein interactome in yeast.	
S Flores, N Echols, D Milburn, B Hespenheide, K Keating, J Lu, S Wells, EZ Yu, M Thorpe, M Gerstein	Nucleic Acids Res	16381870	D296-301	34	2005	(2005). <i>Nucleic Acids Res</i>&nbsp;34:D296-301.	The Database of Macromolecular Motions: new features added at the decade mark.	PMC1347409
P Bertone, V Trifonov, JS Rozowsky, F Schubert, O Emanuelsson, J Karro, MY Kao, M Snyder, M Gerstein	Genome Res	16365382	271-81	16	2006	(2006). <i>Genome Res</i>&nbsp;16:271-81.	Design optimization methods for genomic DNA tiling arrays.	PMC1361723
DM Gelperin, MA White, ML Wilkinson, Y Kon, LA Kung, KJ Wise, N Lopez-Hoyo, L Jiang, S Piccirillo, H Yu, M Gerstein, ME Dumont, EM Phizicky, M Snyder, EJ Grayhack	Genes Dev	16322557	2816-26	19	2005	(2005). <i>Genes Dev</i>&nbsp;19:2816-26.	Biochemical and genetic analysis of the yeast proteome with a movable ORF collection.	PMC1315389
J Ptacek, G Devgan, G Michaud, H Zhu, X Zhu, J Fasolo, H Guo, G Jona, A Breitkreutz, R Sopko, RR McCartney, MC Schmidt, N Rachidi, SJ Lee, AS Mah, L Meng, MJ Stark, DF Stern, C De Virgilio, M Tyers, B Andrews, M Gerstein, B Schweitzer, PF Predki, M Snyder	Nature	16319894	679-84	438	2005	(2005). <i>Nature</i>&nbsp;438:679-84.	Global analysis of protein phosphorylation in yeast.	
SE Hartman, P Bertone, AK Nath, TE Royce, M Gerstein, S Weissman, M Snyder	Genes Dev	16319195	2953-68	19	2005	(2005). <i>Genes Dev</i>&nbsp;19:2953-68.	Global changes in STAT target selection and transcription regulation upon interferon treatments.	PMC1315400
V Stolc, L Li, X Wang, X Li, N Su, W Tongprasit, B Han, Y Xue, J Li, M Snyder, M Gerstein, J Wang, XW Deng	Plant Mol Biol	16217608	137-49	59	2005	(2005). <i>Plant Mol Biol</i>&nbsp;59:137-49.	A pilot study of transcription unit analysis in rice using oligonucleotide tiling-path microarray.	
A Smith, D Greenbaum, SM Douglas, M Long, M Gerstein	Genome Biol	16168090	119	6	2005	(2005). <i>Genome Biol</i>&nbsp;6:119.	Network security and data integrity in academia: an assessment and a proposal for large-scale archiving.	PMC1242199
SM Douglas, GT Montelione, M Gerstein	Genome Biol	16168087	R80	6	2005	(2005). <i>Genome Biol</i>&nbsp;6:R80.	PubNet: a flexible system for visualizing literature derived networks.	PMC1242215
T Coric, D Zheng, M Gerstein, CM Canessa	J Physiol	16002453	725-35	568	2005	(2005). <i>J Physiol</i>&nbsp;568:725-35.	Proton sensitivity of ASIC1 appeared with the rise of fishes by changes of residues in the region that follows TM1 in the ectodomain of the channel.	PMC1464184
LJ Lu, Y Xia, A Paccanaro, H Yu, M Gerstein	Genome Res	15998909	945-53	15	2005	(2005). <i>Genome Res</i>&nbsp;15:945-53.	Assessing the limits of genomic data integration for predicting protein networks.	PMC1172038
TE Royce, JS Rozowsky, P Bertone, M Samanta, V Stolc, S Weissman, M Snyder, M Gerstein	Trends Genet	15979196	466-75	21	2005	(2005). <i>Trends Genet</i>&nbsp;21:466-75.	Issues in the analysis of oligonucleotide tiling microarrays for transcript mapping.	PMC1855044
KH Cheung, KY Yip, A Smith, R Deknikker, A Masiar, M Gerstein	Bioinformatics	15961502	i85-96	21 Suppl 1	2005	(2005). <i>Bioinformatics</i>&nbsp;21 Suppl 1:i85-96.	YeastHub: a semantic web use case for integrating data in the life sciences domain.	
D Zheng, Z Zhang, PM Harrison, J Karro, N Carriero, M Gerstein	J Mol Biol	15876366	27-45	349	2005	(2005). <i>J Mol Biol</i>&nbsp;349:27-45.	Integrated pseudogene annotation for human chromosome 22: evidence for transcription.	
P Bertone, M Gerstein, M Snyder	Chromosome Res	15868420	259-74	13	2005	(2005). <i>Chromosome Res</i>&nbsp;13:259-74.	Applications of DNA tiling arrays to experimental genome annotation and regulatory pathway discovery.	
Y Gilad, SA Rifkin, P Bertone, M Gerstein, KP White	Genome Res	15867429	674-80	15	2005	(2005). <i>Genome Res</i>&nbsp;15:674-80.	Multi-species microarrays reveal the effect of sequence divergence on gene expression profiles.	PMC1088295
PM Harrison, D Zheng, Z Zhang, N Carriero, M Gerstein	Nucleic Acids Res	15860774	2374-83	33	2005	(2005). <i>Nucleic Acids Res</i>&nbsp;33:2374-83.	Transcribed processed pseudogenes in the human genome: an intermediate form of expressed retrosequence lacking protein-coding ability.	PMC1087782
D Huber, D Boyd, Y Xia, MH Olma, M Gerstein, J Beckwith	J Bacteriol	15838024	2983-91	187	2005	(2005). <i>J Bacteriol</i>&nbsp;187:2983-91.	Use of thioredoxin as a reporter to identify a subset of Escherichia coli signal sequences that promote signal recognition particle-dependent translocation.	PMC1082830
TB Acton, KC Gunsalus, R Xiao, LC Ma, J Aramini, MC Baran, YW Chiang, T Climent, B Cooper, NG Denissova, SM Douglas, JK Everett, CK Ho, D Macapagal, PK Rajan, R Shastry, LY Shih, GV Swapna, M Wilson, M Wu, M Gerstein, M Inouye, JF Hunt, GT Montelione	Methods Enzymol	15808222	210-43	394	2005	(2005). <i>Methods Enzymol</i>&nbsp;394:210-43.	Robotic cloning and Protein Production Platform of the Northeast Structural Genomics Consortium.	
S Balasubramanian, Y Xia, E Freinkman, M Gerstein	Nucleic Acids Res	15784611	1710-21	33	2005	(2005). <i>Nucleic Acids Res</i>&nbsp;33:1710-21.	Sequence variation in G-protein-coupled receptors: analysis of single nucleotide polymorphisms.	PMC1069129
H Grosshans, T Johnson, KL Reinert, M Gerstein, FJ Slack	Dev Cell	15737928	321-30	8	2005	(2005). <i>Dev Cell</i>&nbsp;8:321-30.	The temporal patterning microRNA let-7 regulates several transcription factors at the larval to adult transition in C. elegans.	
V Alexandrov, U Lehnert, N Echols, D Milburn, D Engelman, M Gerstein	Protein Sci	15722444	633-43	14	2005	(2005). <i>Protein Sci</i>&nbsp;14:633-43.	Normal modes for predicting protein motions: a comprehensive database assessment and associated Web tool.	PMC2279292
NR Voss, M Gerstein	J Mol Biol	15670598	477-92	346	2005	(2005). <i>J Mol Biol</i>&nbsp;346:477-92.	Calculation of standard atomic volumes for RNA and comparison with proteins: RNA is packed more tightly.	
D Greenbaum, A Smith, M Gerstein	Nucleic Acids Res	15608202	D3-4	33	2004	(2004). <i>Nucleic Acids Res</i>&nbsp;33:D3-4.	Impediments to database interoperation: legal issues and security concerns.	PMC540088
N Carriero, MV Osier, KH Cheung, PL Miller, M Gerstein, H Zhao, B Wu, S Rifkin, J Chang, H Zhang, K White, K Williams, M Schultz	J Am Med Inform Assoc	15492032	90-8	12	2005	(2005). <i>J Am Med Inform Assoc</i>&nbsp;12:90-8.	A high productivity/low maintenance approach to high-performance computation for biomedicine: four case studies.	PMC543832
U Lehnert, Y Xia, TE Royce, CS Goh, Y Liu, A Senes, H Yu, ZL Zhang, DM Engelman, M Gerstein	Q Rev Biophys	15999419	121-46	37	2005	(2005). <i>Q Rev Biophys</i>&nbsp;37:121-46.	Computational analysis of membrane proteins: genomic occurrence, structure prediction and helix interactions.	
EJ White, O Emanuelsson, D Scalzo, T Royce, S Kosak, EJ Oakeley, S Weissman, M Gerstein, M Groudine, M Snyder, D Sch&#252;beler	Proc Natl Acad Sci U S A	15591350	17771-6	101	2004	(2004). <i>Proc Natl Acad Sci U S A</i>&nbsp;101:17771-6.	DNA replication-timing analysis of human chromosome 22 at high resolution and different developmental states.	PMC539744
P Berman, P Bertone, B Dasgupta, M Gerstein, MY Kao, M Snyder	J Comput Biol	15579244	766-85	11	2004	(2004). <i>J Comput Biol</i>&nbsp;11:766-85.	Fast optimal genome tiling with applications to microarray design and homology search.	
P Bertone, V Stolc, TE Royce, JS Rozowsky, AE Urban, X Zhu, JL Rinn, W Tongprasit, M Samanta, S Weissman, M Gerstein, M Snyder	Science	15539566	2242-6	306	2004	(2004). <i>Science</i>&nbsp;306:2242-6.	Global identification of human transcribed sequences with genome tiling arrays.	
ENCODE Project Consortium	Science	15499007	636-40	306	2004	(2004). <i>Science</i>&nbsp;306:636-40.	The ENCODE (ENCyclopedia Of DNA Elements) Project.	
N Lin, B Wu, R Jansen, M Gerstein, H Zhao	BMC Bioinformatics	15491499	154	5	2004	(2004). <i>BMC Bioinformatics</i>&nbsp;5:154.	Information assessment on predicting protein-protein interactions.	PMC529436
DA Hall, H Zhu, X Zhu, T Royce, M Gerstein, M Snyder	Science	15486299	482-4	306	2004	(2004). <i>Science</i>&nbsp;306:482-4.	Regulation of gene expression by a metabolic enzyme.	
A Kumar, M Seringhaus, MC Biery, RJ Sarnovsky, L Umansky, S Piccirillo, M Heidtman, KH Cheung, CJ Dobry, MB Gerstein, NL Craig, M Snyder	Genome Res	15466296	1975-86	14	2004	(2004). <i>Genome Res</i>&nbsp;14:1975-86.	Large-scale mutagenesis of the yeast genome using a Tn7-derived multipurpose transposon.	PMC524422
R Jansen, M Gerstein	Curr Opin Microbiol	15451510	535-45	7	2004	(2004). <i>Curr Opin Microbiol</i>&nbsp;7:535-45.	Analyzing protein function on a genomic scale: the importance of gold-standard positives and negatives for network prediction.	
NM Luscombe, MM Babu, H Yu, M Snyder, SA Teichmann, M Gerstein	Nature	15372033	308-12	431	2004	(2004). <i>Nature</i>&nbsp;431:308-12.	Genomic analysis of regulatory network dynamics reveals large topological changes.	
Y Liu, PM Harrison, V Kunin, M Gerstein	Genome Biol	15345048	R64	5	2004	(2004). <i>Genome Biol</i>&nbsp;5:R64.	Comprehensive analysis of pseudogenes in prokaryotes: widespread gene decay and failure of putative horizontally transferred genes.	PMC522871
Z Zhang, M Gerstein	Curr Opin Genet Dev	15261647	328-35	14	2004	(2004). <i>Curr Opin Genet Dev</i>&nbsp;14:328-35.	Large-scale analysis of pseudogenes in the human genome.	
Z Wunderlich, TB Acton, J Liu, G Kornhaber, J Everett, P Carter, N Lan, N Echols, M Gerstein, B Rost, GT Montelione	Proteins	15211503	181-7	56	2004	(2004). <i>Proteins</i>&nbsp;56:181-7.	The protein target list of the Northeast Structural Genomics Consortium.	
MM Babu, NM Luscombe, L Aravind, M Gerstein, SA Teichmann	Curr Opin Struct Biol	15193307	283-91	14	2004	(2004). <i>Curr Opin Struct Biol</i>&nbsp;14:283-91.	Structure and evolution of transcriptional regulatory networks.	
Y Xia, H Yu, R Jansen, M Seringhaus, S Baxter, D Greenbaum, H Zhao, M Gerstein	Annu Rev Biochem	15189167	1051-87	73	2004	(2004). <i>Annu Rev Biochem</i>&nbsp;73:1051-87.	Analyzing cellular biochemistry in terms of molecular networks.	
JL Rinn, JS Rozowsky, IJ Laurenzi, PH Petersen, K Zou, W Zhong, M Gerstein, M Snyder	Dev Cell	15177028	791-800	6	2004	(2004). <i>Dev Cell</i>&nbsp;6:791-800.	Major molecular differences between mammalian sexes are involved in drug metabolism and renal function.	
D Greenbaum, SM Douglas, A Smith, J Lim, M Fischer, M Schultz, M Gerstein	Nat Biotechnol	15175700	771-2	22	2004	(2004). <i>Nat Biotechnol</i>&nbsp;22:771-2.	Computer security in academia-a potential roadblock to distributed annotation of the human genome.	
H Yu, NM Luscombe, HX Lu, X Zhu, Y Xia, JD Han, N Bertin, S Chung, M Vidal, M Gerstein	Genome Res	15173116	1107-18	14	2004	(2004). <i>Genome Res</i>&nbsp;14:1107-18.	Annotation transfer between genomes: protein-protein interologs and protein-DNA regulogs.	PMC419789
H Yu, D Greenbaum, H Xin Lu, X Zhu, M Gerstein	Trends Genet	15145574	227-31	20	2004	(2004). <i>Trends Genet</i>&nbsp;20:227-31.	Genomic analysis of essentiality within protein networks.	
LL Freeman-Cook, AM Dixon, JB Frank, Y Xia, L Ely, M Gerstein, DM Engelman, D DiMaio	J Mol Biol	15111056	907-20	338	2004	(2004). <i>J Mol Biol</i>&nbsp;338:907-20.	Selection and characterization of small random transmembrane proteins that bind and activate the platelet-derived growth factor beta receptor.	
CS Goh, D Milburn, M Gerstein	Curr Opin Struct Biol	15102456	104-9	14	2004	(2004). <i>Curr Opin Struct Biol</i>&nbsp;14:104-9.	Conformational changes associated with protein-protein interactions.	
G Euskirchen, TE Royce, P Bertone, R Martone, JL Rinn, FK Nelson, F Sayward, NM Luscombe, P Miller, M Gerstein, S Weissman, M Snyder	Mol Cell Biol	15082775	3804-14	24	2004	(2004). <i>Mol Cell Biol</i>&nbsp;24:3804-14.	CREB binds to multiple loci on human chromosome 22.	PMC387762
R Das, M Gerstein	Proteins	15048835	455-63	55	2004	(2004). <i>Proteins</i>&nbsp;55:455-63.	A method using active-site sequence conservation to find functional shifts in protein families: application to the enzymes of central metabolism, leading to the identification of an anomalous isocitrate dehydrogenase in pathogens.	
M Gerstein, N Echols	Curr Opin Chem Biol	15036151	14-9	8	2004	(2004). <i>Curr Opin Chem Biol</i>&nbsp;8:14-9.	Exploring the range of protein flexibility, from a structural proteomics perspective.	
Y Liu, M Gerstein, DM Engelman	Proc Natl Acad Sci U S A	14993608	3495-7	101	2004	(2004). <i>Proc Natl Acad Sci U S A</i>&nbsp;101:3495-7.	Transmembrane protein domains rarely use covalent domain recombination as an evolutionary mechanism.	PMC373490
Z Zhang, N Carriero, M Gerstein	Trends Genet	14746985	62-7	20	2004	(2004). <i>Trends Genet</i>&nbsp;20:62-7.	Comparative analysis of processed pseudogenes in the mouse and human genomes.	
CS Goh, N Lan, SM Douglas, B Wu, N Echols, A Smith, D Milburn, GT Montelione, H Zhao, M Gerstein	J Mol Biol	14741208	115-30	336	2004	(2004). <i>J Mol Biol</i>&nbsp;336:115-30.	Mining the structural genomics pipeline: identification of protein properties that affect high-throughput experimental analysis.	
H Yu, X Zhu, D Greenbaum, J Karro, M Gerstein	Nucleic Acids Res	14724320	328-37	32	2004	(2004). <i>Nucleic Acids Res</i>&nbsp;32:328-37.	TopNet: a tool for comparing biological sub-networks, correlating protein properties with topological statistics.	PMC373274
V Alexandrov, M Gerstein	BMC Bioinformatics	14715091	2	5	2004	(2004). <i>BMC Bioinformatics</i>&nbsp;5:2.	Using 3D Hidden Markov Models that explicitly represent spatial coordinates to model and compare protein structures.	PMC344530
S Li, CM Armstrong, N Bertin, H Ge, S Milstein, M Boxem, PO Vidalain, JD Han, A Chesneau, T Hao, DS Goldberg, N Li, M Martinez, JF Rual, P Lamesch, L Xu, M Tewari, SL Wong, LV Zhang, GF Berriz, L Jacotot, P Vaglio, J Reboul, T Hirozane-Kishikawa, Q Li, HW Gabel, A Elewa, B Baumgartner, DJ Rose, H Yu, S Bosak, R Sequerra, A Fraser, SE Mango, WM Saxton, S Strome, S Van Den Heuvel, F Piano, J Vandenhaute, C Sardet, M Gerstein, L Doucette-Stamm, KC Gunsalus, JW Harper, ME Cusick, FP Roth, DE Hill, M Vidal	Science	14704431	540-3	303	2004	(2004). <i>Science</i>&nbsp;303:540-3.	A map of the interactome network of the metazoan C. elegans.	PMC1698949
WG Krebs, J Tsai, V Alexandrov, J Junker, R Jansen, M Gerstein	Methods Enzymol	14696388	544-84	374	2003	(2003). <i>Methods Enzymol</i>&nbsp;374:544-84.	Tools and databases to analyze protein flexibility; approaches to mapping implied features onto sequences.	
Z Lian, G Euskirchen, J Rinn, R Martone, P Bertone, S Hartman, T Royce, K Nelson, F Sayward, N Luscombe, J Yang, JL Li, P Miller, AE Urban, M Gerstein, S Weissman, M Snyder	Cold Spring Harb Symp Quant Biol	15338632	317-22	68	2004	(2004). <i>Cold Spring Harb Symp Quant Biol</i>&nbsp;68:317-22.	Identification of novel functional elements in the human genome.	
Y Kluger, H Yu, J Qian, M Gerstein	BMC Genomics	14667251	49	4	2004	(2004). <i>BMC Genomics</i>&nbsp;4:49.	Relationship between gene co-expression and probe localization on microarray slides.	PMC317287
Z Zhang, PM Harrison, Y Liu, M Gerstein	Genome Res	14656962	2541-58	13	2003	(2003). <i>Genome Res</i>&nbsp;13:2541-58.	Millions of years of evolution preserved: a comprehensive catalog of the processed pseudogenes in the human genome.	PMC403796
Y Jiao, H Yang, L Ma, N Sun, H Yu, T Liu, Y Gao, H Gu, Z Chen, M Wada, M Gerstein, H Zhao, LJ Qu, XW Deng	Plant Physiol	14605227	1480-93	133	2003	(2003). <i>Plant Physiol</i>&nbsp;133:1480-93.	A genome-wide analysis of blue-light regulation of Arabidopsis transcription factor gene expression during seedling development.	PMC300705
Z Zhang, M Gerstein	Nat Biotechnol	14595359	1295-7	21	2003	(2003). <i>Nat Biotechnol</i>&nbsp;21:1295-7.	Reconstructing genetic networks in yeast.	
PM Harrison, N Carriero, Y Liu, M Gerstein	J Mol Biol	14583187	885-92	333	2003	(2003). <i>J Mol Biol</i>&nbsp;333:885-92.	A "polyORFomic" analysis of prokaryote genomes using disabled-homology filtering reveals conserved but undiscovered short ORFs.	
R Jansen, H Yu, D Greenbaum, Y Kluger, NJ Krogan, S Chung, A Emili, M Snyder, JF Greenblatt, M Gerstein	Science	14564010	449-53	302	2003	(2003). <i>Science</i>&nbsp;302:449-53.	A Bayesian networks approach for predicting protein-protein interactions from genomic data.	
J Qian, J Lin, NM Luscombe, H Yu, M Gerstein	Bioinformatics	14555624	1917-26	19	2003	(2003). <i>Bioinformatics</i>&nbsp;19:1917-26.	Prediction of regulatory networks: genome-wide identification of transcription factor targets from gene expression data.	
R Martone, G Euskirchen, P Bertone, S Hartman, TE Royce, NM Luscombe, JL Rinn, FK Nelson, P Miller, M Gerstein, S Weissman, M Snyder	Proc Natl Acad Sci U S A	14527995	12247-52	100	2003	(2003). <i>Proc Natl Acad Sci U S A</i>&nbsp;100:12247-52.	Distribution of NF-kappaB-binding sites across human chromosome 22.	PMC218744
Z Zhang, M Gerstein	Nucleic Acids Res	12954770	5338-48	31	2003	(2003). <i>Nucleic Acids Res</i>&nbsp;31:5338-48.	Patterns of nucleotide substitution, insertion and deletion in the human genome inferred from pseudogenes.	PMC203328
D Greenbaum, C Colangelo, K Williams, M Gerstein	Genome Biol	12952525	117	4	2003	(2003). <i>Genome Biol</i>&nbsp;4:117.	Comparing protein abundance and mRNA expression levels on a genomic scale.	PMC193646
D Greenbaum, M Gerstein	Nat Biotechnol	12949555	979-82	21	2003	(2003). <i>Nat Biotechnol</i>&nbsp;21:979-82.	A universal legal framework as a prerequisite for database interoperability.	
Z Zhang, M Gerstein	Gene	12909341	61-72	312	2003	(2003). <i>Gene</i>&nbsp;312:61-72.	The human genome has 49 cytochrome c pseudogenes, including a relic of a primordial gene that still functions in mouse.	
H Yu, NM Luscombe, J Qian, M Gerstein	Trends Genet	12902159	422-7	19	2003	(2003). <i>Trends Genet</i>&nbsp;19:422-7.	Genomic analysis of gene expression relationships in transcriptional regulatory networks.	
J Qian, Y Kluger, H Yu, M Gerstein	Biotechniques	12866403	42-4, 46, 48	35	2003	(2003). <i>Biotechniques</i>&nbsp;35:42-4, 46, 48.	Identification and correction of spurious spatial correlations in microarray data.	
M Gerstein, JM Thornton	Curr Opin Struct Biol	12831885	341-3	13	2003	(2003). <i>Curr Opin Struct Biol</i>&nbsp;13:341-3.	Sequences and topology.	
NM Luscombe, TE Royce, P Bertone, N Echols, CE Horak, JT Chang, M Snyder, M Gerstein	Nucleic Acids Res	12824348	3477-82	31	2003	(2003). <i>Nucleic Acids Res</i>&nbsp;31:3477-82.	ExpressYourself: A modular platform for processing and visualizing microarray data.	PMC169034
Z Zhang, M Gerstein	J Biol	12814519	11	2	2004	(2004). <i>J Biol</i>&nbsp;2:11.	Of mice and men: phylogenetic footprinting aids the discovery of regulatory elements.	PMC193683
PM Harrison, M Gerstein	Genome Biol	12801414	R40	4	2003	(2003). <i>Genome Biol</i>&nbsp;4:R40.	A method to assess compositional bias in biological sequences and its application to prion-like glutamine/asparagine-rich domains in eukaryotic proteomes.	PMC193619
